cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
6	0	2.11203981579538	0.729	0.175	0	TGM2
6	0	1.99518003536165	0.83	0.254	0	ERO1A
6	0	1.98306661438358	0.727	0.204	0	APOC1
6	0	1.84150252408664	0.741	0.23	0	MARCO
6	0	1.80226493453498	0.926	0.378	0	FBP1
6	0	1.70772482634673	0.817	0.273	0	CD82
6	0	1.64520976065819	0.879	0.292	0	MCEMP1
6	0	1.38523467027542	0.96	0.44	0	ALOX5AP
6	3.1063021681085e-297	4.54641869815197	0.158	0.007	7.66076240698917e-293	CA12
6	3.95110499051423e-296	2.65553289868178	0.398	0.066	9.7442151276062e-292	HIF1A-AS2
6	3.15088643040993e-289	3.09859281059102	0.262	0.027	7.77071611467696e-285	CCL7
6	1.65047676178799e-283	2.52961214706542	0.391	0.065	4.07040578992155e-279	SEMA3C
6	4.1700027339907e-279	1.50908704525152	0.866	0.345	1.02840607425679e-274	IL1RN
6	4.47766442499125e-275	2.99422428513915	0.316	0.044	1.10428160049134e-270	LPL
6	6.44484433287417e-270	2.02713298202203	0.532	0.123	1.58942750937343e-265	FLT1
